title,type,release_year,nlp_text,listed_in,vader_compound,vader_label,spacy_pos_prob,spacy_label,review_join
Motel Makeover,TV Show,2021,"Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway.","International TV Shows, Reality TV",0.3058026543133432,POSITIVE,0.05074221711855899,NEGATIVE,
Open Your Eyes,TV Show,2021,"After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment.","International TV Shows, TV Dramas, TV Mysteries",0.824079965665955,POSITIVE,0.5753511513060311,POSITIVE,Interesting plot
Post Mortem: No One Dies in Skarnes,TV Show,2021,"She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if...","International TV Shows, TV Comedies, TV Dramas",-0.07566543693553318,NEGATIVE,0.24661449744520114,NEGATIVE,Interesting plot
Really Love,Movie,2020,A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student.,"Dramas, Independent Movies, Romantic Movies",0.6449311365478045,POSITIVE,0.05863019243316497,NEGATIVE,
The November Man,Movie,2014,"An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies.",Action & Adventure,-0.3923127398342622,NEGATIVE,0.9924415105470553,POSITIVE,Great movie || Loved it
The Old Ways,Movie,2020,"A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed.",Horror Movies,0.09874314514425198,POSITIVE,0.6335173027202294,POSITIVE,Interesting plot
The River Runner,Movie,2021,"In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash.","Documentaries, Sports Movies",0.6925346547953166,POSITIVE,0.5723338340344685,POSITIVE,Interesting plot
The Water Man,Movie,2021,"Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death.","Children & Family Movies, Dramas",0.5651527265005636,POSITIVE,0.550319343467783,POSITIVE,Interesting plot
Wheel of Fortune,TV Show,2019,"Pat Sajak and Vanna White host one of TV's most popular, long-running game shows, where players spin a wheel for prizes and solve mystery phrases.",Reality TV,0.7519070463608735,POSITIVE,0.7241013005199146,POSITIVE,Interesting plot
Count Me In,Movie,2021,This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.,"Documentaries, Music & Musicals",-0.2401558377873515,NEGATIVE,0.414453148472694,NEGATIVE,Interesting plot
Oggy Oggy,TV Show,2021,Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!,"Kids' TV, TV Comedies",-0.551083415176506,NEGATIVE,0.4267534439979944,NEGATIVE,Interesting plot
Untold: Caitlyn Jenner,Movie,2021,Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,"Documentaries, LGBTQ Movies, Sports Movies",0.012002074395306872,NEUTRAL,0.5535604282174167,POSITIVE,Interesting plot
Boomika,Movie,2021,"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.","Horror Movies, International Movies, Thrillers",-0.3345180110387779,NEGATIVE,0.2122678901563091,NEGATIVE,Interesting plot
Boomika (Hindi),Movie,2021,"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.","Horror Movies, International Movies, Thrillers",0.6735220313243386,POSITIVE,0.9911430203335228,POSITIVE,Great movie || Loved it
Boomika (Malayalam),Movie,2021,"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.","Horror Movies, International Movies, Thrillers",0.8278900365875779,POSITIVE,0.7896793137280456,POSITIVE,Interesting plot
Boomika (Telugu),Movie,2021,"Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.","Horror Movies, International Movies, Thrillers",-0.5830151163002046,NEGATIVE,0.4565094705802643,NEGATIVE,Interesting plot
The Witcher: Nightmare of the Wolf,Movie,2021,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.","Action & Adventure, Anime Features",-0.9261232022955369,NEGATIVE,0.0962784751542561,NEGATIVE,
Manifest,TV Show,2021,"When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities.","TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",-0.07214736823741053,NEGATIVE,0.03785170429336179,NEGATIVE,
Comedy Premium League,TV Show,2021,"With satirical sketches, cheeky debates and blistering roasts, 16 of India’s wittiest entertainers compete in teams to be named the ultimate comedy champs.","International TV Shows, TV Comedies",0.9124267063831042,POSITIVE,0.6973876025754464,POSITIVE,Interesting plot
Everything Will Be Fine,TV Show,2021,A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.,"International TV Shows, Spanish-Language TV Shows, TV Comedies",0.5885742715533298,POSITIVE,0.24143549945238874,NEGATIVE,Interesting plot
Gunshot,Movie,2018,"After a clash at a protest ends in bloodshed, a forensic doctor and a journalist embark on a search for the elusive truth.","Dramas, International Movies, Thrillers",-0.7343495454952003,NEGATIVE,0.10702885782975444,NEGATIVE,
Korean Cold Noodle Rhapsody,TV Show,2021,"Refreshing and flavorful, naengmyeon is Korea's coolest summertime staple. A journey through its history begins, from how it's cooked to how it's loved.","Docuseries, International TV Shows",0.13657316126315222,POSITIVE,0.8726138313935636,POSITIVE,Great movie || Loved it
Man in Love,Movie,2021,"When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love.","Dramas, International Movies, Romantic Movies",0.7970479204778205,POSITIVE,0.2293137948096995,NEGATIVE,Interesting plot
Sweet Girl,Movie,2021,"He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now.","Action & Adventure, Dramas",0.8152119507582887,POSITIVE,0.7911714782917806,POSITIVE,Interesting plot
The Chair,TV Show,2021,"At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.","TV Comedies, TV Dramas",-0.9869036576680149,NEGATIVE,0.3968136234667184,NEGATIVE,Interesting plot
The Loud House Movie,Movie,2021,"With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!","Children & Family Movies, Comedies, Music & Musicals",-0.4828255966964238,NEGATIVE,0.24692458525461253,NEGATIVE,Interesting plot
A Faraway Land,Movie,2020,"In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story.","Dramas, International Movies, Romantic Movies",-0.9200473013147822,NEGATIVE,0.11048230368422397,NEGATIVE,
Like Crazy,Movie,2011,A spirited exchange student and an American man fall in love in LA. But their romance faces an uphill battle when she is forced to return to England.,"Dramas, Independent Movies, Romantic Movies",-0.9758385042603683,NEGATIVE,0.007404978854443175,NEGATIVE,
Black Island,Movie,2021,The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,"International Movies, Thrillers",-0.6330663947465518,NEGATIVE,0.1079688193527909,NEGATIVE,
Bombay,Movie,1995,"Years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city.","Dramas, International Movies, Romantic Movies",0.6436216490444777,POSITIVE,0.5268440881108036,POSITIVE,Interesting plot
Go! Go! Cory Carson,TV Show,2021,"Beep, beep – go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.",Kids' TV,-0.06531721518033118,NEGATIVE,0.6189158045730824,POSITIVE,Interesting plot
Memories of a Murderer: The Nilsen Tapes,Movie,2021,Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,"Documentaries, International Movies",0.15278725446033925,POSITIVE,0.529565855518348,POSITIVE,Interesting plot
Nneka The Pretty Serpent,Movie,2020,"Years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers.","Dramas, International Movies",-0.19292630841790848,NEGATIVE,0.006731698523911578,NEGATIVE,
O Kadhal Kanmani,Movie,2015,"It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors.","Dramas, International Movies, Romantic Movies",0.3482731188061352,POSITIVE,0.35606526452025056,NEGATIVE,Interesting plot
Out of my league,Movie,2020,"Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love.","Comedies, Dramas, International Movies",0.42198293176991464,POSITIVE,0.7761761918142848,POSITIVE,Interesting plot
Pahuna,Movie,2018,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.","Comedies, Dramas, International Movies",0.8420357196224004,POSITIVE,0.8462105658478594,POSITIVE,Great movie || Loved it
The Defeated,TV Show,2020,"In 1946 Berlin, an American cop searches for his missing brother while helping a novice German policewoman fight the violent crimes engulfing the city.","Crime TV Shows, International TV Shows, TV Dramas",0.9705319576828118,POSITIVE,0.5682120077703642,POSITIVE,Interesting plot
The Secret Diary of an Exchange Student,Movie,2021,"Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?","Comedies, International Movies, Romantic Movies",-0.5976401510642935,NEGATIVE,0.3196536261401264,NEGATIVE,Interesting plot
Untold: Deal With the Devil,Movie,2021,"Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.","Documentaries, LGBTQ Movies, Sports Movies",-0.15251011940476256,NEGATIVE,0.38655271320290696,NEGATIVE,Interesting plot
Mother Goose Club,TV Show,2016,Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.,Kids' TV,-0.14762353085624602,NEGATIVE,0.2782699615411158,NEGATIVE,Interesting plot
Walk of Shame,Movie,2014,"After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime.","Comedies, Independent Movies",-0.45850242987705914,NEGATIVE,0.1094582178884787,NEGATIVE,
Rascal Does Not Dream of Bunny Girl Senpai,TV Show,2018,"After experiencing ""puberty syndrome"" himself, high school pariah Sakuta keeps meeting girls suffering from it, including his sister and actor Mai.","Anime Series, International TV Shows, Romantic TV Shows",-0.9122737422381234,NEGATIVE,0.7528836903518261,POSITIVE,Interesting plot
The Creative Indians,TV Show,2020,"From chefs and comedians to filmmakers and fashion designers, India’s most notable imaginative minds share their artistic journeys.","Docuseries, International TV Shows",-5.370494910839074e-05,NEUTRAL,0.27746545040920967,NEGATIVE,Interesting plot
The Piano,Movie,1993,"With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her.","Classic Movies, Dramas, Independent Movies",-0.3371533680095229,NEGATIVE,0.03990435647775986,NEGATIVE,
Unroyal,Movie,2020,"When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways.","Dramas, International Movies",0.527884045040208,POSITIVE,0.3747525155485497,NEGATIVE,Interesting plot
Winx Club,TV Show,2015,"In this animated fantasy, a girl named Bloom befriends a band of fairies, then follows them into the secretive and dangerous ""Magical Dimension.""",Kids' TV,-0.6299295545625336,NEGATIVE,0.14314727698060387,NEGATIVE,
Beckett,Movie,2021,An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,Action & Adventure,-0.9288947456350771,NEGATIVE,0.600286448979817,POSITIVE,Interesting plot
Brand New Cherry Flavor,TV Show,2021,"A filmmaker heads to Hollywood in the early '90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.","TV Dramas, TV Horror, TV Mysteries",-0.9018617658647387,NEGATIVE,0.2704476365517936,NEGATIVE,Interesting plot
Fast & Furious Spy Racers,TV Show,2021,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,Kids' TV,0.6753333582718235,POSITIVE,0.6911150311797659,POSITIVE,Interesting plot
Gone for Good,TV Show,2021,"Ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. Based on a Harlan Coben novel.","Crime TV Shows, International TV Shows, TV Dramas",0.7028734822997063,POSITIVE,0.011471699925947865,NEGATIVE,
Grace and Frankie,TV Show,2021,"They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.","TV Comedies, TV Dramas",-0.5269120190122425,NEGATIVE,0.8559384795036024,POSITIVE,Great movie || Loved it
The Kingdom,TV Show,2021,"After his running mate's murder, a controversial televangelist becomes Argentina's presidential candidate. But nothing about him is as holy as he seems.","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.32279451874149845,POSITIVE,0.10611016631734328,NEGATIVE,
Valeria,TV Show,2021,"A writer in creative and marital crises finds support from three friends, who are also discovering themselves. Based on the novels by Elísabet Benavent.","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0.8138582012182702,POSITIVE,0.6532886902925765,POSITIVE,Interesting plot
AlRawabi School for Girls,TV Show,2021,The bullied outcasts at prestigious Al Rawabi School for Girls plot a series of risky takedowns to get back at their tormentors.,"International TV Shows, TV Dramas, Teen TV Shows",-0.6078520746919913,NEGATIVE,0.7309024915403926,POSITIVE,Interesting plot
Lokillo: Nothing's the Same,Movie,2021,"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",Stand-Up Comedy,0.9333199648962636,POSITIVE,0.35573130179097207,NEGATIVE,Interesting plot
Monster Hunter: Legends of the Guild,Movie,2021,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.","Action & Adventure, Anime Features, Children & Family Movies",-0.071987116958943,NEGATIVE,0.11567034644905252,NEGATIVE,
Bake Squad,TV Show,2021,Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets.,Reality TV,0.7584594827514279,POSITIVE,0.7840468766596277,POSITIVE,Interesting plot
Brother Jekwu,Movie,2016,"Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord.","Comedies, International Movies",0.07330740454450879,POSITIVE,0.3236350403920829,NEGATIVE,Interesting plot
La diosa del asfalto,Movie,2020,"A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past.","Dramas, Independent Movies, International Movies",0.09688796035407288,POSITIVE,0.003712209873765756,NEGATIVE,
Misha and the Wolves,Movie,2021,"As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny.","Documentaries, International Movies",-0.36963951945529305,NEGATIVE,0.673730669234351,POSITIVE,Interesting plot
The Kissing Booth 3,Movie,2021,"Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee.","Comedies, Romantic Movies",-0.2557688269894032,NEGATIVE,0.013187537904173959,NEGATIVE,
The Railway Man,Movie,2013,"Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus.","Dramas, International Movies",0.8677782020223741,POSITIVE,0.969309842672504,POSITIVE,Great movie || Loved it
Gabby's Dollhouse,TV Show,2021,"Cute cats, quirky crafts and colorful magic! Join kitty enthusiast Gabby and her sidekick Pandy Paws as they team up for a series of animated adventures.",Kids' TV,-0.22578585176397714,NEGATIVE,0.919453061399854,POSITIVE,Great movie || Loved it
I Need Romance,TV Show,2021,"A workaholic who lost interest in romance reunites with an old flame and gifted music composer, who's determined to restore her belief in love.","International TV Shows, Romantic TV Shows, TV Comedies",-0.30533461861902256,NEGATIVE,0.5807410235471886,POSITIVE,Interesting plot
Las muñecas de la mafia,TV Show,2018,"Based on the book ""Las Fantásticas,"" this exciting telenovela follows the tumultuous lives of five women who get mixed up with the Mafia.","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.4181025897660531,POSITIVE,0.06613366936010627,NEGATIVE,
The Crowned Clown,TV Show,2019,"Standing in for an unhinged Joseon king, a look-alike clown plays the part but increasingly becomes devoted to protecting the throne and the people.","International TV Shows, Romantic TV Shows, TV Dramas",0.5504089825671188,POSITIVE,0.8143780154209532,POSITIVE,Great movie || Loved it
Untold: Malice at the Palace,Movie,2021,"Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.","Documentaries, Sports Movies",0.6086740436983933,POSITIVE,0.003269462614150127,NEGATIVE,
SHAMAN KING,TV Show,2021,"Medium Yoh Asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful Shaman King.","Anime Series, International TV Shows",-0.5104139404162797,NEGATIVE,0.5125833106023686,POSITIVE,Interesting plot
Quartet,Movie,2012,"To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing.","Comedies, Dramas, Independent Movies",0.5108981392138867,POSITIVE,0.6248965537233503,POSITIVE,Interesting plot
Slay,Movie,2021,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.","Comedies, International Movies, Romantic Movies",0.5118896703961979,POSITIVE,0.6597285174438098,POSITIVE,Interesting plot
Takizawa Kabuki ZERO 2020 The Movie,Movie,2020,"Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man.","International Movies, Music & Musicals",0.3816945355808583,POSITIVE,0.26874039700923963,NEGATIVE,Interesting plot
The Paper Tigers,Movie,2021,"After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.","Action & Adventure, Comedies",-0.8383277975577693,NEGATIVE,0.4071291800139307,NEGATIVE,Interesting plot
Hit & Run,TV Show,2021,A man searching for the truth behind his wife's death becomes caught up in a dangerous web of secrets and intrigue stretching from New York to Tel Aviv.,"TV Action & Adventure, TV Dramas, TV Mysteries",0.7175912129966522,POSITIVE,0.46243128703498076,NEGATIVE,Interesting plot
Navarasa,TV Show,2021,"From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series.",TV Shows,-0.789551379110094,NEGATIVE,0.024579309631273923,NEGATIVE,
Quam's Money,Movie,2020,"In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud.","Comedies, Dramas, International Movies",-0.03027702100348595,NEUTRAL,0.6234190772807736,POSITIVE,Interesting plot
The Swarm,Movie,2021,"A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood.","Horror Movies, Independent Movies, International Movies",0.08459829704011756,POSITIVE,0.6800796423759496,POSITIVE,Interesting plot
Vivo,Movie,2021,A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,"Children & Family Movies, Music & Musicals",-0.9077889323019862,NEGATIVE,0.7548843728739033,POSITIVE,Interesting plot
Chennai Express,Movie,2013,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,"Action & Adventure, Comedies, International Movies",-0.7511343913504701,NEGATIVE,0.5304034174257898,POSITIVE,Interesting plot
City of God: 10 Years Later,Movie,2013,"A decade after the seminal Brazilian film ""City of God,"" this documentary reunites some of the cast and crew to find out what paths their lives took.","Documentaries, International Movies",-0.7142074326319172,NEGATIVE,0.15003134756116926,NEGATIVE,
Esperando la carroza,Movie,1985,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?,"Comedies, Cult Movies, International Movies",-0.1844478177801817,NEGATIVE,0.5721528915623559,POSITIVE,Interesting plot
Lady Boss: The Jackie Collins Story,Movie,2021,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles.",Documentaries,0.1890069267686938,POSITIVE,0.3621574566611455,NEGATIVE,Interesting plot
Tango Feroz,Movie,1993,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.","Classic Movies, Dramas, International Movies",-0.38917780094528054,NEGATIVE,0.521065464830274,POSITIVE,Interesting plot
'76,Movie,2016,"When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events.","Dramas, International Movies",0.3447813934983641,POSITIVE,0.9195295786297716,POSITIVE,Great movie || Loved it
Aftermath,Movie,2021,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",Horror Movies,0.5366238382497392,POSITIVE,0.7699351945821976,POSITIVE,Interesting plot
American Masters: Inventing David Geffen,Movie,2012,"The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America.",Movies,0.2501283914898822,POSITIVE,0.9665913362909554,POSITIVE,Great movie || Loved it
Car Masters: Rust to Riches,TV Show,2021,"The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",Reality TV,-0.5800567189185081,NEGATIVE,0.12927260369278318,NEGATIVE,
Cocaine Cowboys: The Kings of Miami,TV Show,2021,Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime saga that spanned decades.,"Crime TV Shows, Docuseries",0.6342006199141501,POSITIVE,0.4935465842703233,NEGATIVE,Interesting plot
Control Z,TV Show,2021,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.","International TV Shows, Spanish-Language TV Shows, TV Dramas",-0.41995683904270564,NEGATIVE,0.07999647643417038,NEGATIVE,
Cooking With Paris,TV Show,2021,"With an anyone-can-cook attitude, Paris Hilton adds her own flair to every dish. Fun is just one edible glitter bomb away on this unique cooking show.",Reality TV,-0.24654502404074763,NEGATIVE,0.7477165825543265,POSITIVE,Interesting plot
Autumn's Concerto,TV Show,2009,"After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.","International TV Shows, Romantic TV Shows, TV Dramas",-0.6595185216654833,NEGATIVE,0.5176864542341061,POSITIVE,Interesting plot
Heavy,Movie,1995,Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.,"Dramas, Independent Movies, Romantic Movies",0.9531219578238954,POSITIVE,0.28809880378844654,NEGATIVE,Interesting plot
Ije: The Journey,Movie,2010,"When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom.","Dramas, International Movies",0.6961470208354636,POSITIVE,0.6661639422332318,POSITIVE,Interesting plot
Office Girls,TV Show,2011,"A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.","International TV Shows, Romantic TV Shows, TV Comedies",-0.500582575681755,NEGATIVE,0.7261043416164127,POSITIVE,Interesting plot
Pray Away,Movie,2021,"Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence.","Documentaries, LGBTQ Movies",-0.9415065245566672,NEGATIVE,0.11602250046935457,NEGATIVE,
Shiny_Flakes: The Teenage Drug Lord,Movie,2021,"Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""","Documentaries, International Movies",-0.24477730673849052,NEGATIVE,0.8379739985889695,POSITIVE,Great movie || Loved it
The Prince Who Turns into a Frog,TV Show,2005,"Before his wedding, a cold CEO is hit by a car and awakens a changed man. As he and the driver fall in love, more changes appear on the road ahead.","International TV Shows, Romantic TV Shows, TV Comedies",0.2930276876532072,POSITIVE,0.8560842112302977,POSITIVE,Great movie || Loved it
Top Secret UFO Projects: Declassified,TV Show,2021,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",Docuseries,-0.036104786450999016,NEUTRAL,0.4259519713059887,NEGATIVE,Interesting plot
Two Fathers,TV Show,2013,"When two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.","International TV Shows, Romantic TV Shows, TV Comedies",0.2452257506654658,POSITIVE,0.4937494093304848,NEGATIVE,Interesting plot
You're My Destiny,TV Show,2008,"A young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.","International TV Shows, Romantic TV Shows, TV Comedies",0.524844729230936,POSITIVE,0.9821223211433092,POSITIVE,Great movie || Loved it
30 Rock,TV Show,2012,Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.,TV Comedies,0.5127755351161527,POSITIVE,0.42040148969283364,NEGATIVE,Interesting plot
44 Cats,TV Show,2020,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",Kids' TV,0.5041246543415181,POSITIVE,0.6911553658291594,POSITIVE,Interesting plot
Beethoven,Movie,1992,"A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.","Children & Family Movies, Comedies",-0.6048669944528646,NEGATIVE,0.4169915000481977,NEGATIVE,Interesting plot
Beethoven's 2nd,Movie,1993,"After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies.","Children & Family Movies, Comedies",-0.8265451774528588,NEGATIVE,0.2546922269404615,NEGATIVE,Interesting plot
Beowulf,Movie,2007,This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.,"Action & Adventure, Sci-Fi & Fantasy",-0.14676036386442382,NEGATIVE,0.27732547728282525,NEGATIVE,Interesting plot
Boyka: Undisputed,Movie,2016,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.,Action & Adventure,0.5034954989104288,POSITIVE,0.3946913723821499,NEGATIVE,Interesting plot
Catch Me If You Can,Movie,2002,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",Dramas,-0.8100728857820092,NEGATIVE,0.7504958565697297,POSITIVE,Interesting plot
Cloudy with a Chance of Meatballs,Movie,2009,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.","Children & Family Movies, Comedies, Sci-Fi & Fantasy",-0.7927592764126042,NEGATIVE,0.42796610794681267,NEGATIVE,Interesting plot
Darwin’s Game,TV Show,2020,High schooler Kaname activates a mysterious mobile app and unwittingly joins a game pitting players with supernatural abilities against each other.,"Anime Series, International TV Shows, TV Thrillers",-0.7721509797899404,NEGATIVE,0.5355904855615438,POSITIVE,Interesting plot
Deep Blue Sea,Movie,1999,Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",-0.16444304379738006,NEGATIVE,0.11709525927833636,NEGATIVE,
Ferris Bueller's Day Off,Movie,1986,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend.","Classic Movies, Comedies, Cult Movies",-0.1533729576397158,NEGATIVE,0.040664873328214717,NEGATIVE,
Five Feet Apart,Movie,2019,A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.,"Dramas, Romantic Movies",0.8007673033980576,POSITIVE,0.292221122023701,NEGATIVE,Interesting plot
Freedomland,Movie,2006,"When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details.","Dramas, Thrillers",-0.8288879692156073,NEGATIVE,0.07585152845733135,NEGATIVE,
Friday Night Lights,TV Show,2010,Eric Taylor faces enormous pressure when he signs on as the new coach of a small-town Texas football team that's poised to win the state championship.,"TV Dramas, Teen TV Shows",-0.03015075228879016,NEUTRAL,0.6028045966762129,POSITIVE,Interesting plot
Good Luck Chuck,Movie,2007,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.","Comedies, Romantic Movies",-0.5175714165711709,NEGATIVE,0.6038746567452035,POSITIVE,Interesting plot
